,Ref,Title,Organization,Team_Name,Mapped_Team
7974,I-358835,CENTREON : The service Memory on par-prd-wsus02..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7977,I-335359,CENTREON : The service Memory on par-prd-rds03..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7978,I-323802,CENTREON : The service Memory on par-prd-puls01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7989,I-346452,CENTREON : The service Memory on par-prd-plm01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7995,I-307216,CENTREON : The service Memory on par-prd-plm01..corp is in state WARNING,LGP,[GDC_FR]_DbOps,[GDC_FR]_DbOps
7997,I-333347,CENTREON : The service Memory on par-prd-plm01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
7999,I-301540,CENTREON : The service Memory on par-prd-pim06..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8000,I-326142,CENTREON : The service Memory on par-prd-ce16..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8001,I-325204,CENTREON : The service Memory on par-prd-ce16..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8004,I-348503,CENTREON : The service Memory on par-prd-ce15..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8007,I-359140,CENTREON : The service Memory on par-prd-ce11..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8020,I-321994,CENTREON : The service Memory on par-prd-ce11..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8021,I-344475,CENTREON : The service Memory on par-prd-ce10..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8035,I-290832,CENTREON : The service Memory on par-prd-ce03..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8036,I-295509,CENTREON : The service Memory on par-prd-ce03..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8038,I-358156,CENTREON : The service Memory on par-prd-bi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8054,I-311015,CENTREON : The service Memory on par-mgt-tw04..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8061,I-313783,CENTREON : The service Memory on par-mgt-tw03..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8068,I-294113,CENTREON : The service Memory on lan-srpais01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8078,I-311367,CENTREON : The service Memory on lan-srpaeq03..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8081,I-309434,CENTREON : The service Memory on lan-srpadw01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8086,I-331403,CENTREON : The service Memory on lan-srpadc04..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8097,I-351263,CENTREON : The service Memory on lan-srpadc03..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8114,I-319043,CENTREON : The service MaxDB-Status on srwincsrpp1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8115,I-328485,CENTREON : The service MaxDB-Datasize on srwincsrpp1..corp is in state CRITICAL,LGP,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
8116,I-317974,CENTREON : The service MaxDB-Datasize on srwincsrpp1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8117,I-314465,CENTREON : The service MaxDB-Backup on srwincsrdv1..corp is in state CRITICAL,LGP,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
8118,I-322220,CENTREON : The service MaxBack-Status on srwincsrre1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8119,I-319042,CENTREON : The service MaxBack-Status on srwincsrpp1..corp is in state CRITICAL,LGP,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
8120,I-325047,CENTREON : The service Load on srlinbwhpr1..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8152,I-352270,CENTREON : The service Load on srlinbwhpr1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8153,I-358006,CENTREON : The service Load on par-prd-bmi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8154,I-329729,CENTREON : The service Load on par-mon-poll02..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8156,I-358521,CENTREON : The service Job-Status on par-prd-bck08..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8168,I-321195,CENTREON : The service Input-Lines on par-kvm-upS02..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8169,I-358028,CENTREON : The service Inodes-/home/exploitinfa/exploit/logs on par-prd-bmi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8172,I-358027,CENTREON : The service Inodes-/home on par-prd-bmi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8175,I-358395,CENTREON : The service Inodes-/data on par-prd-bmi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8183,I-329739,CENTREON : The service HTTP-Response-Time on par-prd-puls01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8184,I-335075,CENTREON : The service HTTP-Pulse on par-prd-puls01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8188,I-321346,CENTREON : The service Health on ix5-prd-dxi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8265,I-324926,CENTREON : The service Health on gs2-prd-dxi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8398,I-324469,CENTREON : The service Hardware-Global on IX5-PRD-CST1b..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8400,I-324468,CENTREON : The service Hardware-Global on IX5-PRD-CST1a..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8404,I-344723,CENTREON : The service Gorgone-Delay on par-mon-poll04..corp_central is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8406,I-344746,CENTREON : The service Gorgone-Delay on par-mon-poll04..corp_central is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8407,I-344732,CENTREON : The service Gorgone-Delay on par-mon-poll03..corp_central is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8409,I-344731,CENTREON : The service Gorgone-Delay on par-mon-poll02..corp_central is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8413,I-344721,CENTREON : The service Gorgone-Delay on par-mon-poll01..corp_central is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8415,I-351060,CENTREON : The service Faults on IX5-UCS-FIA2..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8423,I-351061,CENTREON : The service Faults on IX5-UCS-FIA1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8431,I-325291,CENTREON : The service Faults on IX5-PRD-CST1b..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8433,I-325292,CENTREON : The service Faults on IX5-PRD-CST1a..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8435,I-351031,CENTREON : The service Faults on GS2-UCS-FIA2..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8441,I-351030,CENTREON : The service Faults on GS2-UCS-FIA1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8447,I-345995,CENTREON : The service Faults on GS2-PRD-CST1b..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8457,I-345996,CENTREON : The service Faults on GS2-PRD-CST1a..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8467,I-324588,CENTREON : The service Eventlog-unexpected_shutdown on srwinsqlpr1..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8470,I-356283,CENTREON : The service Eventlog-unexpected_shutdown on srwinbwhpr3..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8471,I-344299,CENTREON : The service Eventlog-unexpected_shutdown on par-prd-sac01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8472,I-344301,CENTREON : The service Eventlog-unexpected_shutdown on par-prd-puls01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8473,I-353427,CENTREON : The service Eventlog-unexpected_shutdown on par-prd-pim08..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8474,I-349778,CENTREON : The service Eventlog-unexpected_shutdown on par-prd-pim05..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8475,I-344302,CENTREON : The service Eventlog-unexpected_shutdown on par-prd-nps01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8476,I-344306,CENTREON : The service Eventlog-unexpected_shutdown on par-prd-infa01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8477,I-353424,CENTREON : The service Eventlog-unexpected_shutdown on par-prd-cm02..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8478,I-344309,CENTREON : The service Eventlog-unexpected_shutdown on par-prd-cm01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8479,I-347817,CENTREON : The service Eventlog-unexpected_shutdown on lan-srpapr01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8480,I-331455,CENTREON : The service Eventlog-unexpected_shutdown on lan-srpadc04..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8483,I-331250,CENTREON : The service Eventlog-unexpected_shutdown on lan-srpadc03..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8485,I-327627,CENTREON : The service Eventlog-sql_log_full on par-prd-sql04..corp is in state CRITICAL,LGP,[GDC_FR]_DbOps,[GDC_FR]_DbOps
8487,I-354759,CENTREON : The service Eventlog-sql_log_full on par-prd-sql01..corp is in state CRITICAL,LGP,[GDC_FR]_DbOps,[GDC_FR]_DbOps
8490,I-339063,CENTREON : The service Eventlog-sql_log_full on par-dev-sql01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8491,I-310128,CENTREON : The service Eventlog-sql_error on srwinsqlpr1..corp is in state CRITICAL,LGP,[GDC_FR]_DbOps,[GDC_FR]_DbOps
8492,I-308835,CENTREON : The service Eventlog-sql_error on srwinsqlpr1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8510,I-354758,CENTREON : The service Eventlog-sql_error on par-prd-sql01..corp is in state WARNING,LGP,[GDC_FR]_DbOps,[GDC_FR]_DbOps
8511,I-343488,CENTREON : The service Eventlog-sql_db_full on par-prd-sql01..corp is in state WARNING,LGP,[GDC_FR]_DbOps,[GDC_FR]_DbOps
8513,I-340070,CENTREON : The service Eventlog-sql_db_full on par-prd-sql01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8519,I-331729,CENTREON : The service Eventlog-sql_db_full on par-prd-sql01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8521,I-327466,CENTREON : The service Eventlog-sql_db_full on par-prd-sql01..corp is in state CRITICAL,LGP,[GDC_FR]_DbOps,[GDC_FR]_DbOps
8530,I-325817,CENTREON : The service Eventlog-service_unexpected_stop on srwinsqlpr1..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8532,I-301452,CENTREON : The service Eventlog-service_unexpected_stop on srwinsolpr1..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8535,I-328339,CENTREON : The service Eventlog-service_unexpected_stop on srwineccpr2..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8536,I-353277,CENTREON : The service Eventlog-service_unexpected_stop on srwinbwhpr2..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8537,I-329842,CENTREON : The service Eventlog-service_unexpected_stop on srwinbwhpp1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8538,I-292684,CENTREON : The service Eventlog-service_unexpected_stop on par-prd-txpl02..corp is in state UNKNOWN,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8539,I-292689,CENTREON : The service Eventlog-service_unexpected_stop on par-prd-txpg01..corp is in state UNKNOWN,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8540,I-344308,CENTREON : The service Eventlog-service_unexpected_stop on par-prd-sac01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8543,I-326101,CENTREON : The service Eventlog-service_unexpected_stop on par-prd-rs01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8545,I-344311,CENTREON : The service Eventlog-service_unexpected_stop on par-prd-puls01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8548,I-335558,CENTREON : The service Eventlog-service_unexpected_stop on par-prd-plm01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8553,I-353425,CENTREON : The service Eventlog-service_unexpected_stop on par-prd-pim08..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8556,I-349752,CENTREON : The service Eventlog-service_unexpected_stop on par-prd-pim07..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8558,I-349756,CENTREON : The service Eventlog-service_unexpected_stop on par-prd-pim06..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8561,I-349755,CENTREON : The service Eventlog-service_unexpected_stop on par-prd-pim05..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8563,I-340583,CENTREON : The service Eventlog-service_unexpected_stop on par-prd-nps02..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8564,I-353691,CENTREON : The service Eventlog-service_unexpected_stop on par-prd-infa02..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8567,I-353683,CENTREON : The service Eventlog-service_unexpected_stop on par-prd-infa01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8571,I-327176,CENTREON : The service Eventlog-service_unexpected_stop on par-prd-fs04..corp is in state WARNING,LGP,[GDC_FR]_DbOps,[GDC_FR]_DbOps
8572,I-353680,CENTREON : The service Eventlog-service_unexpected_stop on par-prd-cm02..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8580,I-353681,CENTREON : The service Eventlog-service_unexpected_stop on par-prd-cm01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8589,I-298141,CENTREON : The service Eventlog-service_unexpected_stop on par-prd-ce10..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8590,I-314735,CENTREON : The service Eventlog-service_unexpected_stop on par-mgt-tw03..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8592,I-324667,CENTREON : The service Eventlog-service_unexpected_stop on par-dev-sql01..corp is in state CRITICAL,LGP,[GDC_FR]_DbOps,[GDC_FR]_DbOps
8594,I-358021,CENTREON : The service Eventlog-service_unexpected_stop on lan-srpapr01..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8601,I-325052,CENTREON : The service Eventlog-service_unexpected_stop on lan-srpapr01..corp is in state WARNING,LGP,[GDC_FR]_DbOps,[GDC_FR]_DbOps
8604,I-308831,CENTREON : The service Eventlog-service_unexpected_stop on lan-srpapr01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8606,I-313827,CENTREON : The service Eventlog-service_unexpected_stop on lan-srpaeq03..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8620,I-357027,CENTREON : The service Eventlog-service_unexpected_stop on lan-srpaeq02..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8635,I-311428,CENTREON : The service Eventlog-service_unexpected_stop on lan-srpadw01..corp is in state CRITICAL,LGP,[GDC_FR]_DbOps,[GDC_FR]_DbOps
8636,I-306113,CENTREON : The service Eventlog-service_unexpected_stop on lan-srpadw01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8644,I-331296,CENTREON : The service Eventlog-service_unexpected_stop on lan-srpadc04..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8647,I-331456,CENTREON : The service Eventlog-service_unexpected_stop on lan-srpadc04..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8649,I-331084,CENTREON : The service Eventlog-service_unexpected_stop on lan-srpadc03..corp is in state WARNING,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8657,I-327165,CENTREON : The service Eventlog-service_unexpected_stop on lan-srpadc01..corp is in state WARNING,LGP,[GDC_FR]_DbOps,[GDC_FR]_DbOps
8658,I-289973,CENTREON : The service Eventlog-service_unexpected_stop on lan-srpaat02..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8660,I-316988,CENTREON : The service Esx-Time on ix5-prd-esxi15..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8661,I-316994,CENTREON : The service Esx-Time on ix5-prd-esxi14..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8662,I-316993,CENTREON : The service Esx-Time on ix5-prd-esxi13..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8663,I-328438,CENTREON : The service Esx-Time on ix5-prd-esxi12..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8665,I-316984,CENTREON : The service Esx-Time on ix5-prd-esxi11..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8666,I-316991,CENTREON : The service Esx-Time on ix5-prd-esxi10..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8667,I-316992,CENTREON : The service Esx-Time on ix5-prd-esxi09..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8668,I-316989,CENTREON : The service Esx-Time on ix5-prd-esxi08..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8669,I-316990,CENTREON : The service Esx-Time on ix5-prd-esxi07..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8670,I-328442,CENTREON : The service Esx-Time on ix5-prd-esxi06..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8672,I-329744,CENTREON : The service Esx-Time on ix5-prd-esxi05..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8675,I-329697,CENTREON : The service Esx-Time on ix5-prd-esxi04..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8677,I-316997,CENTREON : The service Esx-Time on ix5-prd-esxi03..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8678,I-329731,CENTREON : The service Esx-Time on ix5-prd-esxi02..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8680,I-316995,CENTREON : The service Esx-Time on ix5-prd-esxi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8681,I-328449,CENTREON : The service Esx-Swap on ix5-prd-esxi05..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8682,I-328448,CENTREON : The service Esx-Swap on ix5-prd-esxi04..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8683,I-329766,CENTREON : The service Esx-Swap on ix5-prd-esxi03..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8684,I-329733,CENTREON : The service Esx-Swap on ix5-prd-esxi01..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8685,I-329764,CENTREON : The service Esx-Datastores-Latency-Global on ix5-prd-esxi08..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8686,I-329734,CENTREON : The service Esx-Datastores-Latency-Global on ix5-prd-esxi07..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8687,I-329765,CENTREON : The service Esx-Datastores-Latency-Global on ix5-prd-esxi05..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8688,I-329732,CENTREON : The service Esx-Cpu on ix5-prd-esxi11..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8689,I-328441,CENTREON : The service Esx-Cpu on ix5-prd-esxi09..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8690,I-329743,CENTREON : The service Esx-Cpu on ix5-prd-esxi03..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8691,I-324471,CENTREON : The service Equipment on IX5-UCS-FIA2..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
8693,I-324472,CENTREON : The service Equipment on IX5-UCS-FIA1..corp is in state CRITICAL,LGP,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
